dates,return
20141017,0.097772724
20141020,0.097413211
20141021,0.097713239
20141022,0.097263227
20141023,0.097263227
20141024,0.097323277
20141027,0.097233204
20141028,0.097233204
20141029,0.097353363
20141030,0.097233233
20141031,0.097805696
20141103,0.097416191
20141104,0.097663526
20141105,0.096787704
20141106,0.095935056
20141107,0.095292628
20141110,0.095292628
20141111,0.093466212
20141112,0.095601373
20141113,0.096509908
20141114,0.096509908
20141117,0.096509908
20141118,0.096509908
20141119,0.096570414
20141120,0.096479657
20141121,0.096479657
20141124,0.09678251
20141125,0.096328262
20141126,0.096449517
20141127,0.095662401
20141128,0.096872961
20141201,0.096298075
20141202,0.096358679
20141203,0.095936561
20141204,0.096661297
20141205,0.096812038
20141208,0.095018531
20141209,0.098219714
20141210,0.097802145
20141211,0.098309836
20141212,0.097802233
20141215,0.09720461
20141216,0.097772283
20141217,0.096969168
20141218,0.098070936
20141219,0.098545893
20141222,0.098486603
20141223,0.098308408
20141224,0.098367832
20141226,0.098219277
20141229,0.098665291
20141230,0.098666599
20150102,0.098040953
20150105,0.098791015
20150106,0.098953379
20150107,0.096782842
20150108,0.09648014
20150109,0.096480746
20150112,0.097831185
20150113,0.095047408
20150114,0.097307762
20150115,0.091007792
20150116,0.095845977
20150119,0.094770776
20150120,0.09529415
20150121,0.094585926
20150122,0.094555178
20150123,0.09473996
20150126,0.09449384
20150127,0.094187975
20150128,0.095262036
20150129,0.094986247
20150130,0.095262005
20150202,0.095507222
20150203,0.096928219
20150204,0.093875242
20150205,0.094555179
20150206,0.094679147
20150209,0.094153271
20150210,0.091912015
20150211,0.095353878
20150212,0.095201221
20150213,0.095690001
20150216,0.094775171
20150217,0.096055443
20150223,0.095781327
20150224,0.095781327
20150225,0.095781327
20150226,0.095781327
20150227,0.095781327
20150302,0.096759378
20150303,0.096090746
20150304,0.095509831
20150305,0.095203852
20150306,0.096018945
20150309,0.094534558
20150310,0.09359885
20150311,0.094879205
20150312,0.094874949
20150313,0.091289418
20150316,0.089006454
20150317,0.08884376
20150318,0.08805417
20150319,0.088120054
20150320,0.088285024
20150323,0.087889355
20150324,0.087691539
20150325,0.088186147
20150326,0.087889355
20150327,0.087889355
20150330,0.088219609
20150331,0.089385382
20150401,0.087562572
20150402,0.086761606
20150403,0.086460494
20150406,0.086594435
20150407,0.086728826
20150408,0.086293036
20150409,0.087947458
20150410,0.08531588
20150413,0.084910078
20150414,0.085518837
20150415,0.085518837
20150416,0.085518837
20150417,0.085857121
20150420,0.085552965
20150421,0.08518038
20150422,0.085417563
20150423,0.084605314
20150424,0.08491178
20150427,0.085351581
20150428,0.084187339
20150429,0.08699458
20150430,0.08699458
20150504,0.086662033
20150506,0.086828903
20150507,0.087659063
20150508,0.088495983
20150511,0.086694846
20150512,0.085192427
20150513,0.088063539
20150514,0.086594435
20150515,0.086125813
20150518,0.086527413
20150519,0.086527413
20150520,0.08692931
20150521,0.086393567
20150522,0.085891188
20150526,0.086493959
20150527,0.086895992
20150528,0.086225958
20150529,0.086930987
20150601,0.086293597
20150602,0.087378208
20150603,0.085350078
20150604,0.085180495
20150605,0.085248747
20150608,0.086207675
20150609,0.08456951
20150610,0.085192983
20150611,0.087179937
20150612,0.082190318
20150615,0.081095774
20150616,0.081060424
20150617,0.080812741
20150618,0.081379117
20150619,0.080848014
20150622,0.079577668
20150623,0.081132102
20150624,0.081448906
20150625,0.081624629
20150626,0.081835164
20150629,0.082045781
20150630,0.081729871
20150701,0.081729871
20150702,0.081870401
20150703,0.082646724
20150706,0.081874382
20150707,0.081380751
20150708,0.080884492
20150709,0.080707235
20150710,0.080315246
20150713,0.080172512
20150714,0.080136828
20150715,0.080315756
20150716,0.079815087
20150717,0.079922409
20150720,0.079922409
20150721,0.079922409
20150722,0.079922409
20150723,0.080137169
20150724,0.079886677
20150727,0.079779231
20150728,0.079636014
20150729,0.080065763
20150730,0.079743403
20150731,0.079743403
20150803,0.08003034
20150804,0.079671752
20150805,0.079564071
20150806,0.079564071
20150807,0.079779617
20150810,0.079672097
20150811,0.079348438
20150812,0.079348438
20150813,0.079348438
20150817,0.079348438
20150818,0.079348438
20150819,0.079348438
20150820,0.079348438
